OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU013,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0702400000,-78.7794500000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU013B,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0592800000,-78.7665600000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEU0171B,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0179900000,-78.7349200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-NEUELL10,FALLS OF THE NEUSE RESERVOIR,Lake,,03020201,,,,,36.0710000000,-78.7910000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-B3020000,New Hope Creek at NC 54 nr Durham,River/Stream,,03030002,,,,,35.9167000000,-78.9704000000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-B3025000,Third Fork Crk at NC 54 nr Durham,River/Stream,,03030002,,,,,35.9187000000,-78.9548000000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-B3040000,New Hope Crk at SR 1107 Stagecoach Rd nr Blands,River/Stream,,03030002,,,,,35.8847000000,-78.9656000000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-B3300000,Northeast Crk at SR 1102 Sedwick Road nr RTP,River/Stream,,03030002,,,,,35.8870200000,-78.8994300000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-B3020000,New Hope Creek at NC 54 near Durham,River/Stream,,03030002,,,,,35.9167000000,-78.9704000000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-B3025000,Third Fork Crk at NC 54 near Durham,River/Stream,,03030002,,,,,35.9187000000,-78.9548000000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-B3040000,New Hope Crk at SR 1107 Stagecoach Rd near Blands,River/Stream,,03030002,,,,,35.8847000000,-78.9656000000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-B3300000,Northeast Crk at SR 1102 Sedwick Road near RTP,River/Stream,,03030002,,,,,35.8870200000,-78.8994300000,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
GLEON,GLEON Lake Observer (Volunteer),GLEON-Bear lake_Center lake,Bear lake_Center lake,Lake,ID automatically generated using result data entries in the GLEON Lake Observer application database,03030002,,,,,35.9055000000,-78.8652000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889022755,-78.923938237",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890227550,-78.9239382370,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889045219,-78.924067067",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890452190,-78.9240670670,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889046937,-78.924070923",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8890469370,-78.9240709230,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889048823,-78.923894903",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890488230,-78.9238949030,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889052805,-78.923959611",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8890528050,-78.9239596110,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889065377,-78.923893729",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890653770,-78.9238937290,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889071538,-78.923863387",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890715380,-78.9238633870,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889074807,-78.923940836",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890748070,-78.9239408360,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889074807,-78.923965478",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890748070,-78.9239654780,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889075059,-78.924041502",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890750590,-78.9240415020,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.88908629,-78.924002359",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8890862900,-78.9240023590,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889086835,-78.923937734",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890868350,-78.9239377340,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889091278,-78.924067486",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8890912780,-78.9240674860,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889092116,-78.923947709",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8890921160,-78.9239477090,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889105736,-78.923896244",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8891057360,-78.9238962440,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889110263,-78.923846288",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8891102630,-78.9238462880,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889110849,-78.923959024",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8891108490,-78.9239590240,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889111436,-78.923990624",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891114360,-78.9239906240,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889112651,-78.923936393",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8891126510,-78.9239363930,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889115376,-78.923990205",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891153760,-78.9239902050,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889117052,-78.923877385",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891170520,-78.9238773850,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889123254,-78.924034797",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891232540,-78.9240347970,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889123632,-78.923966736",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891236320,-78.9239667360,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889142575,-78.924054578",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8891425750,-78.9240545780,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889146179,-78.923798259",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891461790,-78.9237982590,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889198314,-78.923964892",Latitude 35.88848/Longitude -78.924236,Lake,"Montibillo Stream, NC, USA",03030002,,,,,35.8891983140,-78.9239648920,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.889205691,-78.92396003",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8892056910,-78.9239600300,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-C35.890485,-78.911533",Latitude 35.890485/Longitude -78.911533,Lake,"Parkwood Lake, NC, USA",03030002,,,,,35.8904850000,-78.9115330000,,,,Unknown,UNKWN,,,,,,,US,37,063,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-FW08NC117,Unnamed Creek,Other-Surface Water,Urban,03030002,,,,,35.9453853000,-78.8451334500,,,,GPS-Unspecified,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
