agency_,cd       site_no,datetime,104599_00060_00003,104599_00060_00003_cd,Month,Day ,Year,Date
USGS,1303500,4/23/15,3.29,A,4,23,15,04/23/2015
USGS,1303500,4/24/15,2.92,A,4,24,15,04/24/2015
USGS,1303500,4/25/15,2.9,A,4,25,15,04/25/2015
USGS,1303500,4/26/15,2.93,A,4,26,15,04/26/2015
USGS,1303500,4/27/15,2.92,A,4,27,15,04/27/2015
USGS,1303500,4/28/15,2.92,A,4,28,15,04/28/2015
USGS,1303500,4/29/15,2.91,A,4,29,15,04/29/2015
USGS,1303500,4/30/15,2.86,A,4,30,15,04/30/2015
USGS,1303500,5/1/15,2.76,A,5,1,15,05/01/2015
USGS,1303500,5/2/15,2.8,A,5,2,15,05/02/2015
USGS,1303500,5/3/15,2.69,A,5,3,15,05/03/2015
USGS,1303500,5/4/15,2.67,A,5,4,15,05/04/2015
USGS,1303500,5/5/15,2.68,A,5,5,15,05/05/2015
USGS,1303500,5/6/15,2.66,A,5,6,15,05/06/2015
USGS,1303500,5/7/15,2.66,A,5,7,15,05/07/2015
USGS,1303500,5/8/15,2.69,A,5,8,15,05/08/2015
USGS,1303500,5/9/15,2.64,A,5,9,15,05/09/2015
USGS,1303500,5/10/15,2.71,A,5,10,15,05/10/2015
USGS,1303500,5/11/15,2.64,A,5,11,15,05/11/2015
USGS,1303500,5/12/15,2.63,A,5,12,15,05/12/2015
USGS,1303500,5/13/15,2.62,A,5,13,15,05/13/2015
USGS,1303500,5/14/15,2.62,A,5,14,15,05/14/2015
USGS,1303500,5/15/15,2.61,A,5,15,15,05/15/2015
USGS,1303500,5/16/15,2.71,A,5,16,15,05/16/2015
USGS,1303500,5/17/15,2.82,A,5,17,15,05/17/2015
USGS,1303500,5/18/15,2.77,A,5,18,15,05/18/2015
USGS,1303500,5/19/15,3.01,A,5,19,15,05/19/2015
USGS,1303500,5/20/15,2.67,A,5,20,15,05/20/2015
USGS,1303500,5/21/15,2.59,A,5,21,15,05/21/2015
USGS,1303500,5/22/15,2.58,A,5,22,15,05/22/2015
USGS,1303500,5/23/15,2.58,A,5,23,15,05/23/2015
USGS,1303500,5/24/15,2.57,A,5,24,15,05/24/2015
USGS,1303500,5/25/15,2.57,A,5,25,15,05/25/2015
USGS,1303500,5/26/15,2.56,A,5,26,15,05/26/2015
USGS,1303500,5/27/15,2.51,A,5,27,15,05/27/2015
USGS,1303500,5/28/15,2.39,A,5,28,15,05/28/2015
USGS,1303500,5/29/15,2.44,A,5,29,15,05/29/2015
USGS,1303500,5/30/15,2.49,A,5,30,15,05/30/2015
USGS,1303500,5/31/15,2.39,A,5,31,15,05/31/2015
USGS,1303500,6/1/15,3.56,A:e,6,1,15,06/01/2015
USGS,1303500,6/2/15,4.9,A,6,2,15,06/02/2015
USGS,1303500,6/3/15,3.73,A,6,3,15,06/03/2015
USGS,1303500,6/4/15,3.2,A,6,4,15,06/04/2015
USGS,1303500,6/5/15,3,A,6,5,15,06/05/2015
USGS,1303500,6/6/15,2.94,A,6,6,15,06/06/2015
USGS,1303500,6/7/15,2.72,A,6,7,15,06/07/2015
USGS,1303500,6/8/15,2.7,A,6,8,15,06/08/2015
USGS,1303500,6/9/15,2.65,A,6,9,15,06/09/2015
USGS,1303500,6/10/15,2.69,A,6,10,15,06/10/2015
USGS,1303500,6/11/15,2.54,A,6,11,15,06/11/2015
USGS,1303500,6/12/15,2.52,A,6,12,15,06/12/2015
USGS,1303500,6/13/15,2.42,A,6,13,15,06/13/2015
USGS,1303500,6/14/15,2.55,A,6,14,15,06/14/2015
USGS,1303500,6/15/15,3.99,A,6,15,15,06/15/2015
USGS,1303500,6/16/15,3.6,A,6,16,15,06/16/2015
USGS,1303500,6/17/15,3.21,A,6,17,15,06/17/2015
USGS,1303500,6/18/15,2.86,A,6,18,15,06/18/2015
USGS,1303500,6/19/15,2.57,A,6,19,15,06/19/2015
USGS,1303500,6/20/15,2.62,A,6,20,15,06/20/2015
USGS,1303500,6/21/15,2.65,A,6,21,15,06/21/2015
USGS,1303500,6/22/15,3.25,A,6,22,15,06/22/2015
USGS,1303500,6/23/15,2.73,A,6,23,15,06/23/2015
USGS,1303500,6/24/15,2.81,A,6,24,15,06/24/2015
USGS,1303500,6/25/15,2.65,A,6,25,15,06/25/2015
USGS,1303500,6/26/15,2.56,A,6,26,15,06/26/2015
USGS,1303500,6/27/15,2.62,A,6,27,15,06/27/2015
USGS,1303500,6/28/15,4.82,A,6,28,15,06/28/2015
USGS,1303500,6/29/15,4.03,A,6,29,15,06/29/2015
USGS,1303500,6/30/15,2.97,A,6,30,15,06/30/2015
USGS,1303500,7/1/15,2.59,A,7,1,15,07/01/2015
USGS,1303500,7/2/15,2.69,A,7,2,15,07/02/2015
USGS,1303500,7/3/15,2.62,A,7,3,15,07/03/2015
USGS,1303500,7/4/15,2.56,A,7,4,15,07/04/2015
USGS,1303500,7/5/15,2.84,A,7,5,15,07/05/2015
USGS,1303500,7/6/15,2.62,A,7,6,15,07/06/2015
USGS,1303500,7/7/15,2.36,A,7,7,15,07/07/2015
USGS,1303500,7/8/15,2.36,A,7,8,15,07/08/2015
USGS,1303500,7/9/15,2.42,A,7,9,15,07/09/2015
USGS,1303500,7/10/15,2.67,A,7,10,15,07/10/2015
USGS,1303500,7/11/15,2.7,A,7,11,15,07/11/2015
USGS,1303500,7/12/15,2.68,A,7,12,15,07/12/2015
USGS,1303500,7/13/15,2.76,A,7,13,15,07/13/2015
USGS,1303500,7/14/15,2.56,A,7,14,15,07/14/2015
USGS,1303500,7/15/15,2.56,A,7,15,15,07/15/2015
USGS,1303500,7/16/15,2.36,A,7,16,15,07/16/2015
USGS,1303500,7/17/15,2.36,A,7,17,15,07/17/2015
USGS,1303500,7/18/15,2.36,A,7,18,15,07/18/2015
USGS,1303500,7/19/15,2.55,A,7,19,15,07/19/2015
USGS,1303500,7/20/15,2.61,A,7,20,15,07/20/2015
USGS,1303500,7/21/15,2.78,A,7,21,15,07/21/2015
USGS,1303500,7/22/15,2.7,A,7,22,15,07/22/2015
USGS,1303500,7/23/15,2.71,A,7,23,15,07/23/2015
USGS,1303500,7/24/15,2.63,A,7,24,15,07/24/2015
USGS,1303500,7/25/15,2.58,A,7,25,15,07/25/2015
USGS,1303500,7/26/15,2.45,A,7,26,15,07/26/2015
USGS,1303500,7/27/15,2.36,A,7,27,15,07/27/2015
USGS,1303500,7/28/15,2.62,A,7,28,15,07/28/2015
USGS,1303500,7/29/15,2.78,A,7,29,15,07/29/2015
USGS,1303500,7/30/15,2.84,A:e,7,30,15,07/30/2015
USGS,1303500,7/31/15,3.23,A,7,31,15,07/31/2015
USGS,1303500,8/1/15,3.23,A,8,1,15,08/01/2015
USGS,1303500,8/2/15,3.02,A,8,2,15,08/02/2015
USGS,1303500,8/3/15,3.05,A,8,3,15,08/03/2015
USGS,1303500,8/4/15,3.15,A,8,4,15,08/04/2015
USGS,1303500,8/5/15,3.23,A,8,5,15,08/05/2015
USGS,1303500,8/6/15,3.23,A,8,6,15,08/06/2015
USGS,1303500,8/7/15,3.23,A,8,7,15,08/07/2015
USGS,1303500,8/8/15,3.23,A,8,8,15,08/08/2015
USGS,1303500,8/9/15,3.23,A,8,9,15,08/09/2015
USGS,1303500,8/10/15,3.11,A,8,10,15,08/10/2015
USGS,1303500,8/11/15,2.98,A,8,11,15,08/11/2015
USGS,1303500,8/12/15,3.23,A,8,12,15,08/12/2015
USGS,1303500,8/13/15,3.22,A,8,13,15,08/13/2015
USGS,1303500,8/14/15,3,A,8,14,15,08/14/2015
USGS,1303500,8/15/15,2.91,A,8,15,15,08/15/2015
USGS,1303500,8/16/15,2.78,A,8,16,15,08/16/2015
USGS,1303500,8/17/15,2.82,A,8,17,15,08/17/2015
USGS,1303500,8/18/15,2.78,A,8,18,15,08/18/2015
USGS,1303500,8/19/15,2.78,A,8,19,15,08/19/2015
USGS,1303500,8/20/15,2.73,A,8,20,15,08/20/2015
USGS,1303500,8/21/15,3.06,A,8,21,15,08/21/2015
USGS,1303500,8/22/15,3.23,A,8,22,15,08/22/2015
USGS,1303500,8/23/15,3.23,A,8,23,15,08/23/2015
USGS,1303500,8/24/15,3.2,A,8,24,15,08/24/2015
USGS,1303500,8/25/15,3.05,A,8,25,15,08/25/2015
USGS,1303500,8/26/15,3,A,8,26,15,08/26/2015
USGS,1303500,8/27/15,3,A,8,27,15,08/27/2015
USGS,1303500,8/28/15,2.95,A,8,28,15,08/28/2015
USGS,1303500,8/29/15,2.78,A,8,29,15,08/29/2015
USGS,1303500,8/30/15,2.78,A,8,30,15,08/30/2015
USGS,1303500,8/31/15,2.78,A,8,31,15,08/31/2015
USGS,1303500,9/1/15,2.71,A,9,1,15,09/01/2015
USGS,1303500,9/2/15,2.56,A,9,2,15,09/02/2015
USGS,1303500,9/3/15,2.56,A,9,3,15,09/03/2015
USGS,1303500,9/4/15,2.56,A,9,4,15,09/04/2015
USGS,1303500,9/5/15,2.56,A,9,5,15,09/05/2015
USGS,1303500,9/6/15,2.56,A,9,6,15,09/06/2015
USGS,1303500,9/7/15,2.56,A,9,7,15,09/07/2015
USGS,1303500,9/8/15,1.87,A,9,8,15,09/08/2015
USGS,1303500,9/9/15,1.44,A,9,9,15,09/09/2015
USGS,1303500,9/10/15,1.34,A,9,10,15,09/10/2015
USGS,1303500,9/11/15,1.51,A,9,11,15,09/11/2015
USGS,1303500,9/12/15,1.62,A,9,12,15,09/12/2015
USGS,1303500,9/13/15,1.64,A,9,13,15,09/13/2015
USGS,1303500,9/14/15,1.75,A,9,14,15,09/14/2015
USGS,1303500,9/15/15,1.79,A,9,15,15,09/15/2015
USGS,1303500,9/16/15,1.9,A,9,16,15,09/16/2015
USGS,1303500,9/17/15,1.88,A,9,17,15,09/17/2015
USGS,1303500,9/18/15,1.79,A,9,18,15,09/18/2015
USGS,1303500,9/19/15,1.78,A,9,19,15,09/19/2015
USGS,1303500,9/20/15,1.77,A,9,20,15,09/20/2015
USGS,1303500,9/21/15,1.79,A,9,21,15,09/21/2015
USGS,1303500,9/22/15,1.79,A,9,22,15,09/22/2015
USGS,1303500,9/23/15,1.83,A,9,23,15,09/23/2015
USGS,1303500,9/24/15,1.89,A,9,24,15,09/24/2015
USGS,1303500,9/25/15,1.97,A,9,25,15,09/25/2015
USGS,1303500,9/26/15,2.04,A,9,26,15,09/26/2015
USGS,1303500,9/27/15,2.16,A,9,27,15,09/27/2015
USGS,1303500,9/28/15,1.93,A,9,28,15,09/28/2015
USGS,1303500,9/29/15,1.91,A,9,29,15,09/29/2015
USGS,1303500,9/30/15,2.34,A:e,9,30,15,09/30/2015
USGS,1303500,10/1/15,2.59,A,10,1,15,10/01/2015
USGS,1303500,10/2/15,4.03,A:e,10,2,15,10/02/2015
USGS,1303500,10/3/15,5.63,A:e,10,3,15,10/03/2015
USGS,1303500,10/4/15,2.9,A:e,10,4,15,10/04/2015
USGS,1303500,10/5/15,2.33,A,10,5,15,10/05/2015
USGS,1303500,10/6/15,2.16,A,10,6,15,10/06/2015
USGS,1303500,10/7/15,1.98,A,10,7,15,10/07/2015
USGS,1303500,10/8/15,1.94,A,10,8,15,10/08/2015
USGS,1303500,10/9/15,2.87,A,10,9,15,10/09/2015
USGS,1303500,10/10/15,4.03,A,10,10,15,10/10/2015
USGS,1303500,10/11/15,2.49,A,10,11,15,10/11/2015
USGS,1303500,10/12/15,2.2,A,10,12,15,10/12/2015
USGS,1303500,10/13/15,2.13,A,10,13,15,10/13/2015
USGS,1303500,10/14/15,1.99,A,10,14,15,10/14/2015
USGS,1303500,10/15/15,1.91,A,10,15,15,10/15/2015
USGS,1303500,10/16/15,1.7,A,10,16,15,10/16/2015
USGS,1303500,10/17/15,1.72,A,10,17,15,10/17/2015
USGS,1303500,10/18/15,1.62,A,10,18,15,10/18/2015
USGS,1303500,10/19/15,1.66,A,10,19,15,10/19/2015
USGS,1303500,10/20/15,1.79,A,10,20,15,10/20/2015
USGS,1303500,10/21/15,1.79,A,10,21,15,10/21/2015
USGS,1303500,10/22/15,1.79,A,10,22,15,10/22/2015
USGS,1303500,10/23/15,1.79,A,10,23,15,10/23/2015
USGS,1303500,10/24/15,1.79,A,10,24,15,10/24/2015
USGS,1303500,10/25/15,1.9,A,10,25,15,10/25/2015
USGS,1303500,10/26/15,1.94,A,10,26,15,10/26/2015
USGS,1303500,10/27/15,1.88,A,10,27,15,10/27/2015
USGS,1303500,10/28/15,2.92,A,10,28,15,10/28/2015
USGS,1303500,10/29/15,5.57,A,10,29,15,10/29/2015
USGS,1303500,10/30/15,3.4,A,10,30,15,10/30/2015
USGS,1303500,10/31/15,2.56,A,10,31,15,10/31/2015
USGS,1303500,11/1/15,2.29,A,11,1,15,11/01/2015
USGS,1303500,11/2/15,2.27,A,11,2,15,11/02/2015
USGS,1303500,11/3/15,2.2,A,11,3,15,11/03/2015
USGS,1303500,11/4/15,2.18,A,11,4,15,11/04/2015
USGS,1303500,11/5/15,2.24,A,11,5,15,11/05/2015
USGS,1303500,11/6/15,2.21,A,11,6,15,11/06/2015
USGS,1303500,11/7/15,2.16,A,11,7,15,11/07/2015
USGS,1303500,11/8/15,2.14,A,11,8,15,11/08/2015
USGS,1303500,11/9/15,2.23,A,11,9,15,11/09/2015
USGS,1303500,11/10/15,2.52,A,11,10,15,11/10/2015
USGS,1303500,11/11/15,2.93,A,11,11,15,11/11/2015
USGS,1303500,11/12/15,2.64,A,11,12,15,11/12/2015
USGS,1303500,11/13/15,2.25,A,11,13,15,11/13/2015
USGS,1303500,11/14/15,2.08,A,11,14,15,11/14/2015
USGS,1303500,11/15/15,2.09,A,11,15,15,11/15/2015
USGS,1303500,11/16/15,2.16,A,11,16,15,11/16/2015
USGS,1303500,11/17/15,2.16,A,11,17,15,11/17/2015
USGS,1303500,11/18/15,2.16,A,11,18,15,11/18/2015
USGS,1303500,11/19/15,2.77,A,11,19,15,11/19/2015
USGS,1303500,11/20/15,5.04,A,11,20,15,11/20/2015
USGS,1303500,11/21/15,3.08,A,11,21,15,11/21/2015
USGS,1303500,11/22/15,2.58,A,11,22,15,11/22/2015
USGS,1303500,11/23/15,2.44,A,11,23,15,11/23/2015
USGS,1303500,11/24/15,2.29,A,11,24,15,11/24/2015
USGS,1303500,11/25/15,2.18,A,11,25,15,11/25/2015
USGS,1303500,11/26/15,2.18,A,11,26,15,11/26/2015
USGS,1303500,11/27/15,2.28,A,11,27,15,11/27/2015
USGS,1303500,11/28/15,2.36,A,11,28,15,11/28/2015
USGS,1303500,11/29/15,2.35,A,11,29,15,11/29/2015
USGS,1303500,11/30/15,2.31,A,11,30,15,11/30/2015
USGS,1303500,12/1/15,2.45,A,12,1,15,12/01/2015
USGS,1303500,12/2/15,2.78,A,12,2,15,12/02/2015
USGS,1303500,12/3/15,2.5,A,12,3,15,12/03/2015
USGS,1303500,12/4/15,2.36,A,12,4,15,12/04/2015
USGS,1303500,12/5/15,2.28,A,12,5,15,12/05/2015
USGS,1303500,12/6/15,2.22,A,12,6,15,12/06/2015
USGS,1303500,12/7/15,2.33,A,12,7,15,12/07/2015
USGS,1303500,12/8/15,2.35,A,12,8,15,12/08/2015
USGS,1303500,12/9/15,2.36,A,12,9,15,12/09/2015
USGS,1303500,12/10/15,2.36,A,12,10,15,12/10/2015
USGS,1303500,12/11/15,2.36,A,12,11,15,12/11/2015
USGS,1303500,12/12/15,2.36,A,12,12,15,12/12/2015
USGS,1303500,12/13/15,2.36,A,12,13,15,12/13/2015
USGS,1303500,12/14/15,2.56,A,12,14,15,12/14/2015
USGS,1303500,12/15/15,3.46,A,12,15,15,12/15/2015
USGS,1303500,12/16/15,2.82,A,12,16,15,12/16/2015
USGS,1303500,12/17/15,3.9,A,12,17,15,12/17/2015
USGS,1303500,12/18/15,5.24,A,12,18,15,12/18/2015
USGS,1303500,12/19/15,4.1,A,12,19,15,12/19/2015
USGS,1303500,12/20/15,3.47,A,12,20,15,12/20/2015
USGS,1303500,12/21/15,3.47,A,12,21,15,12/21/2015
USGS,1303500,12/22/15,3.47,A,12,22,15,12/22/2015
USGS,1303500,12/23/15,4.17,A,12,23,15,12/23/2015
USGS,1303500,12/24/15,5.79,A,12,24,15,12/24/2015
USGS,1303500,12/25/15,3.68,A,12,25,15,12/25/2015
USGS,1303500,12/26/15,3.47,A,12,26,15,12/26/2015
USGS,1303500,12/27/15,3.47,A,12,27,15,12/27/2015
USGS,1303500,12/28/15,3.47,A,12,28,15,12/28/2015
USGS,1303500,12/29/15,3.61,A,12,29,15,12/29/2015
USGS,1303500,12/30/15,3.47,A,12,30,15,12/30/2015
USGS,1303500,12/31/15,3.5,A,12,31,15,12/31/2015
USGS,1303500,1/1/16,3.47,A,1,1,16,01/01/2016
USGS,1303500,1/2/16,3.47,A,1,2,16,01/02/2016
USGS,1303500,1/3/16,3.47,A,1,3,16,01/03/2016
USGS,1303500,1/4/16,3.47,A,1,4,16,01/04/2016
USGS,1303500,1/5/16,3.29,A,1,5,16,01/05/2016
USGS,1303500,1/6/16,3.02,A,1,6,16,01/06/2016
USGS,1303500,1/7/16,3,A,1,7,16,01/07/2016
USGS,1303500,1/8/16,3,A,1,8,16,01/08/2016
USGS,1303500,1/9/16,2.86,A,1,9,16,01/09/2016
USGS,1303500,1/10/16,6.15,A:e,1,10,16,01/10/2016
USGS,1303500,1/11/16,4.32,A,1,11,16,01/11/2016
USGS,1303500,1/12/16,3.14,A,1,12,16,01/12/2016
USGS,1303500,1/13/16,2.69,A,1,13,16,01/13/2016
USGS,1303500,1/14/16,2.56,A,1,14,16,01/14/2016
USGS,1303500,1/15/16,2.56,A,1,15,16,01/15/2016
USGS,1303500,1/16/16,3.19,A,1,16,16,01/16/2016
USGS,1303500,1/17/16,2.92,A,1,17,16,01/17/2016
USGS,1303500,1/18/16,2.69,A,1,18,16,01/18/2016
USGS,1303500,1/19/16,2.46,A,1,19,16,01/19/2016
USGS,1303500,1/20/16,2.36,A,1,20,16,01/20/2016
USGS,1303500,1/21/16,2.55,A,1,21,16,01/21/2016
USGS,1303500,1/22/16,2.56,A,1,22,16,01/22/2016
USGS,1303500,1/23/16,4.2,A,1,23,16,01/23/2016
USGS,1303500,1/24/16,3.74,A,1,24,16,01/24/2016
USGS,1303500,1/25/16,2.86,A,1,25,16,01/25/2016
USGS,1303500,1/26/16,2.72,A,1,26,16,01/26/2016
USGS,1303500,1/27/16,2.76,A,1,27,16,01/27/2016
USGS,1303500,1/28/16,2.73,A,1,28,16,01/28/2016
USGS,1303500,1/29/16,2.77,A,1,29,16,01/29/2016
USGS,1303500,1/30/16,2.56,A,1,30,16,01/30/2016
USGS,1303500,1/31/16,2.63,A,1,31,16,01/31/2016
USGS,1303500,2/1/16,2.8,A,2,1,16,02/01/2016
USGS,1303500,2/2/16,2.94,A,2,2,16,02/02/2016
USGS,1303500,2/3/16,3.74,A,2,3,16,02/03/2016
USGS,1303500,2/4/16,5.13,A,2,4,16,02/04/2016
USGS,1303500,2/5/16,4.83,A,2,5,16,02/05/2016
USGS,1303500,2/6/16,3.56,A,2,6,16,02/06/2016
USGS,1303500,2/7/16,3.08,A,2,7,16,02/07/2016
USGS,1303500,2/8/16,3.29,A,2,8,16,02/08/2016
USGS,1303500,2/9/16,3.2,A,2,9,16,02/09/2016
USGS,1303500,2/10/16,2.93,A,2,10,16,02/10/2016
USGS,1303500,2/11/16,2.72,A,2,11,16,02/11/2016
USGS,1303500,2/12/16,2.56,A,2,12,16,02/12/2016
USGS,1303500,2/13/16,2.57,A,2,13,16,02/13/2016
USGS,1303500,2/14/16,2.49,A,2,14,16,02/14/2016
USGS,1303500,2/15/16,2.69,A,2,15,16,02/15/2016
USGS,1303500,2/16/16,5.26,A,2,16,16,02/16/2016
USGS,1303500,2/17/16,5.01,A,2,17,16,02/17/2016
USGS,1303500,2/18/16,3.54,A,2,18,16,02/18/2016
USGS,1303500,2/19/16,3.11,A,2,19,16,02/19/2016
USGS,1303500,2/20/16,3.06,A,2,20,16,02/20/2016
USGS,1303500,2/21/16,3.01,A,2,21,16,02/21/2016
USGS,1303500,2/22/16,3.02,A,2,22,16,02/22/2016
USGS,1303500,2/23/16,3,A,2,23,16,02/23/2016
USGS,1303500,2/24/16,5.15,A,2,24,16,02/24/2016
USGS,1303500,2/25/16,6.89,A,2,25,16,02/25/2016
USGS,1303500,2/26/16,3.93,A,2,26,16,02/26/2016
USGS,1303500,2/27/16,3.23,A,2,27,16,02/27/2016
USGS,1303500,2/28/16,3.19,A,2,28,16,02/28/2016
USGS,1303500,2/29/16,3.13,A,2,29,16,02/29/2016
USGS,1303500,3/1/16,3.12,A,3,1,16,03/01/2016
USGS,1303500,3/2/16,3.3,A,3,2,16,03/02/2016
USGS,1303500,3/3/16,2.88,A,3,3,16,03/03/2016
USGS,1303500,3/4/16,3.02,A,3,4,16,03/04/2016
USGS,1303500,3/5/16,2.92,A,3,5,16,03/05/2016
USGS,1303500,3/6/16,2.78,A,3,6,16,03/06/2016
USGS,1303500,3/7/16,2.81,A,3,7,16,03/07/2016
USGS,1303500,3/8/16,2.84,A,3,8,16,03/08/2016
USGS,1303500,3/9/16,2.85,A,3,9,16,03/09/2016
USGS,1303500,3/10/16,2.91,A,3,10,16,03/10/2016
USGS,1303500,3/11/16,3,A,3,11,16,03/11/2016
USGS,1303500,3/12/16,2.97,A,3,12,16,03/12/2016
USGS,1303500,3/13/16,2.8,A,3,13,16,03/13/2016
USGS,1303500,3/14/16,3.16,A,3,14,16,03/14/2016
USGS,1303500,3/15/16,3.59,A,3,15,16,03/15/2016
USGS,1303500,3/16/16,3.22,A,3,16,16,03/16/2016
USGS,1303500,3/17/16,3,A,3,17,16,03/17/2016
USGS,1303500,3/18/16,3,A,3,18,16,03/18/2016
USGS,1303500,3/19/16,3,A,3,19,16,03/19/2016
USGS,1303500,3/20/16,2.93,A,3,20,16,03/20/2016
USGS,1303500,3/21/16,3.09,A,3,21,16,03/21/2016
USGS,1303500,3/22/16,3.02,A,3,22,16,03/22/2016
USGS,1303500,3/23/16,3,A,3,23,16,03/23/2016
USGS,1303500,3/24/16,3,A,3,24,16,03/24/2016
USGS,1303500,3/25/16,3,A,3,25,16,03/25/2016
USGS,1303500,3/26/16,3,A,3,26,16,03/26/2016
USGS,1303500,3/27/16,3,A,3,27,16,03/27/2016
USGS,1303500,3/28/16,3.72,A,3,28,16,03/28/2016
USGS,1303500,3/29/16,3.32,A,3,29,16,03/29/2016
USGS,1303500,3/30/16,3.17,A,3,30,16,03/30/2016
USGS,1303500,3/31/16,3.09,A,3,31,16,03/31/2016
USGS,1303500,4/1/16,3.22,A,4,1,16,04/01/2016
USGS,1303500,4/2/16,3.35,A,4,2,16,04/02/2016
USGS,1303500,4/3/16,3.57,A,4,3,16,04/03/2016
USGS,1303500,4/4/16,3.75,A,4,4,16,04/04/2016
USGS,1303500,4/5/16,3.5,A,4,5,16,04/05/2016
USGS,1303500,4/6/16,3.28,A,4,6,16,04/06/2016
USGS,1303500,4/7/16,3.26,A,4,7,16,04/07/2016
USGS,1303500,4/8/16,2.87,A,4,8,16,04/08/2016
USGS,1303500,4/9/16,2.78,A,4,9,16,04/09/2016
USGS,1303500,4/10/16,2.78,A,4,10,16,04/10/2016
USGS,1303500,4/11/16,2.78,A,4,11,16,04/11/2016
USGS,1303500,4/12/16,2.86,A,4,12,16,04/12/2016
USGS,1303500,4/13/16,2.78,A,4,13,16,04/13/2016
USGS,1303500,4/14/16,2.66,A,4,14,16,04/14/2016
USGS,1303500,4/15/16,2.54,A,4,15,16,04/15/2016
USGS,1303500,4/16/16,2.43,A,4,16,16,04/16/2016
USGS,1303500,4/17/16,2.39,A,4,17,16,04/17/2016
USGS,1303500,4/18/16,2.38,A,4,18,16,04/18/2016
USGS,1303500,4/19/16,2.36,A,4,19,16,04/19/2016
USGS,1303500,4/20/16,2.38,A,4,20,16,04/20/2016
USGS,1303500,4/21/16,2.39,A,4,21,16,04/21/2016
USGS,1303500,4/22/16,2.4,A,4,22,16,04/22/2016
USGS,1303500,4/23/16,2.52,A,4,23,16,04/23/2016
USGS,1303500,4/24/16,2.36,A,4,24,16,04/24/2016
USGS,1303500,4/25/16,2.36,A,4,25,16,04/25/2016
USGS,1303500,4/26/16,3.05,A,4,26,16,04/26/2016
USGS,1303500,4/27/16,3.12,A,4,27,16,04/27/2016
USGS,1303500,4/28/16,2.55,A,4,28,16,04/28/2016
USGS,1303500,4/29/16,2.36,A,4,29,16,04/29/2016
USGS,1303500,4/30/16,2.36,A,4,30,16,04/30/2016
USGS,1303500,5/1/16,2.36,A,5,1,16,05/01/2016
USGS,1303500,5/2/16,2.36,A,5,2,16,05/02/2016
USGS,1303500,5/3/16,3.38,A,5,3,16,05/03/2016
USGS,1303500,5/4/16,3.1,A,5,4,16,05/04/2016
USGS,1303500,5/5/16,2.69,A,5,5,16,05/05/2016
USGS,1303500,5/6/16,3.29,A:e,5,6,16,05/06/2016
USGS,1303500,5/7/16,2.94,A,5,7,16,05/07/2016
USGS,1303500,5/8/16,2.61,A,5,8,16,05/08/2016
USGS,1303500,5/9/16,2.26,A,5,9,16,05/09/2016
USGS,1303500,5/10/16,2.15,A,5,10,16,05/10/2016
USGS,1303500,5/11/16,2.05,A,5,11,16,05/11/2016
USGS,1303500,5/12/16,1.98,A,5,12,16,05/12/2016
USGS,1303500,5/13/16,2.14,A,5,13,16,05/13/2016
USGS,1303500,5/14/16,2.26,A,5,14,16,05/14/2016
USGS,1303500,5/15/16,1.97,A,5,15,16,05/15/2016
USGS,1303500,5/16/16,1.96,A,5,16,16,05/16/2016
USGS,1303500,5/17/16,1.95,A,5,17,16,05/17/2016
USGS,1303500,5/18/16,1.84,A,5,18,16,05/18/2016
USGS,1303500,5/19/16,1.84,A,5,19,16,05/19/2016
USGS,1303500,5/20/16,1.94,A,5,20,16,05/20/2016
USGS,1303500,5/21/16,2.17,A,5,21,16,05/21/2016
USGS,1303500,5/22/16,2.31,A,5,22,16,05/22/2016
USGS,1303500,5/23/16,2.12,A,5,23,16,05/23/2016
USGS,1303500,5/24/16,2.5,A,5,24,16,05/24/2016
USGS,1303500,5/25/16,2.23,A,5,25,16,05/25/2016
USGS,1303500,5/26/16,1.94,A,5,26,16,05/26/2016
USGS,1303500,5/27/16,1.9,A,5,27,16,05/27/2016
USGS,1303500,5/28/16,1.87,A,5,28,16,05/28/2016
USGS,1303500,5/29/16,1.87,A,5,29,16,05/29/2016
USGS,1303500,5/30/16,4.87,A,5,30,16,05/30/2016
USGS,1303500,5/31/16,3.38,A,5,31,16,05/31/2016
USGS,1303500,6/1/16,2.51,A,6,1,16,06/01/2016
USGS,1303500,6/2/16,2.33,A,6,2,16,06/02/2016
USGS,1303500,6/3/16,2.36,A,6,3,16,06/03/2016
USGS,1303500,6/4/16,2.36,A,6,4,16,06/04/2016
USGS,1303500,6/5/16,3.27,A,6,5,16,06/05/2016
USGS,1303500,6/6/16,3.56,A,6,6,16,06/06/2016
USGS,1303500,6/7/16,2.64,A,6,7,16,06/07/2016
USGS,1303500,6/8/16,2.35,A,6,8,16,06/08/2016
USGS,1303500,6/9/16,2.23,A,6,9,16,06/09/2016
USGS,1303500,6/10/16,2,A,6,10,16,06/10/2016
USGS,1303500,6/11/16,1.86,A,6,11,16,06/11/2016
USGS,1303500,6/12/16,1.82,A,6,12,16,06/12/2016
USGS,1303500,6/13/16,1.62,A,6,13,16,06/13/2016
USGS,1303500,6/14/16,1.72,A,6,14,16,06/14/2016
USGS,1303500,6/15/16,1.68,A,6,15,16,06/15/2016
USGS,1303500,6/16/16,1.86,A,6,16,16,06/16/2016
USGS,1303500,6/17/16,1.95,A,6,17,16,06/17/2016
USGS,1303500,6/18/16,1.74,A,6,18,16,06/18/2016
