"BARCODE","GRID","DATE","PROJCODE","FIELDSTA","HABCLASS","RM","SUB","ZONE15","EUTM15","NUTM15","EMTCZONE","EUTMEMTC","NUTMEMTC","FLDZONE","EFIELD","NFIELD","PDOP","DEPTH","NOCONT","REPA","REPB","REPC","SUMCODE","GEAR","LAB","SUBSAMPL","SUBANDFL","SUBSTRAT","SHELLS","DETRITUS","FINEORG","SUBMERSE","FLOATING","EMERGENT","OPEN","MAYFLIES","FNC","CORBICUL","MIDGES","ZEBRA","DRAGON","STONE","CADDIS","FLIES","MUSSELS","WORMS","SHRIMP","SCUDS","SNAILS","COMMENTS","RCDCODE","ENT_OPTR","VRF_OPTR","BATCH"
"26000226","29","05/14/1996","M-","6","MCB"," 93.0","N","15","721333","4438965","15","721333","4438965","","","","","6.9","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","0","0","2","0","","","","","","","","","","","450","120","210","9601"
"26000227","9","05/15/1996","M-","6","MCB","127.6","N","15","754283","4474915","15","754283","4474915","","","","","6.7","0","","","","1","P","N","","0","2","1","3","N","0","0","0","4","0","0","0","11","0","","","","","","","","","","","450","120","210","9601"
"26000228","32","05/15/1996","M-","6","MCB","157.7","N","15","785334","4503465","15","785334","4503465","","","","","4.1","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","39","0","","","","","","","","","","","450","120","210","9601"
"26000230","33","05/15/1996","M-","6","MCB","156.5","N","15","784134","4501915","15","784134","4501915","","","","","6.5","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","1","0","","","","","","","","","","","450","120","210","9601"
"26000231","18","05/15/1996","M-","6","MCB","156.1","N","15","783784","4501365","15","783784","4501365","","","","","4.5","0","","","","1","P","N","","0","5","0","1","N","0","0","0","4","0","0","0","6","0","","","","","","","","","","","450","120","210","9601"
"26000232","526","05/15/1996","M-","6","MCB","155.2","N","15","782978","4500233","15","782978","4500233","","","","","5.2","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","4","0","","","","","","","","","","HISTORIC SITE.","450","120","210","9601"
"26000233","1","05/15/1996","M-","6","MCB","155.0","N","15","782734","4499815","15","782734","4499815","","","","","5.5","0","","","","1","P","N","","0","2","3","2","N","0","0","0","4","0","0","0","1","0","","","","","","","","","","","450","120","210","9601"
"26000234","2","05/15/1996","M-","6","MCB","154.1","N","15","782784","4498565","15","782784","4498565","","","","","6.0","0","","","","1","P","N","","0","5","2","1","N","0","0","0","4","0","0","0","85","0","","","","","","","","","","","450","120","210","9601"
"26000235","19","05/15/1996","M-","6","MCB","152.1","N","15","782684","4495715","15","782684","4495715","","","","","5.2","0","","","","1","P","N","","0","4","4","1","N","0","0","0","4","0","0","0","1","0","","","","","","","","","","","450","120","210","9601"
"26000236","39","05/15/1996","M-","6","SC","148.2","N","15","777433","4494615","15","777433","4494615","","","","","4.1","0","","","","1","P","N","","0","5","4","1","N","0","0","0","4","0","0","0","21","0","","","","","","","","","","TURKEY ISLAND SIDE CHANNEL","450","120","210","9601"
"26000237","525","05/15/1996","M-","6","SC","148.1","N","15","777155","4494496","15","777155","4494496","","","","","4.4","0","","","","1","P","N","","0","5","2","1","N","0","0","0","4","0","0","0","25","0","","","","","","","","","","HISTORIC SITE. TURKEY ISLAND SIDE CHANNEL.","450","120","210","9601"
"26000238","20","05/15/1996","M-","6","MCB","144.9","N","15","772183","4493565","15","772183","4493565","","","","","5.1","0","","","","1","P","N","","0","4","2","2","N","0","0","0","4","1","0","0","7","0","","","","","","","","","","","450","120","210","9601"
"26000239","21","05/15/1996","M-","6","MCB","144.2","N","15","771383","4493215","15","771383","4493215","","","","","5.8","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","3","0","","","","","","","","","","","450","120","210","9601"
"21000856","109","05/08/1998","M-","1","BWC","753.0","N","15","584880","4908558","15","584880","4908558","15","584880","4908558","","1.1","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","8","0","A","A","A","P","A","P","A","A","P","GPS UNABLE TO LOCK SATELLITES","955","225","130","9801"
"21000857","121","05/08/1998","M-","1","SC","753.3","N","15","584880","4909158","15","584880","4909158","15","584880","4909158","","4.2","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","A","","955","225","130","9801"
"21000858","504","05/08/1998","M-","1","BWC","753.0","N","15","583989","4908736","15","583989","4908736","15","583989","4908736","","2.2","0","","","","1","P","N","","0","3","1","2","N","0","0","0","4","12","3","0","5","0","A","A","A","P","A","P","A","A","A","GPS UNABLE TO LOCK SATELLITES / NAVIGATED TO SPOT BY BASE MAP","955","225","130","9801"
"21000859","45","05/11/1998","M-","1","MCB","764.0","N","15","572379","4917858","15","572379","4917858","15","572379","4917858","","3.3","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","0","0","0","0","122","A","A","P","A","P","A","A","A","A","","955","225","130","9801"
"21000860","46","05/11/1998","M-","1","MCB","763.6","N","15","572879","4917858","15","572879","4917858","15","572879","4917858","","0.4","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000861","47","05/11/1998","M-","1","BWC","763.5","N","15","573029","4917808","15","573029","4917808","15","573029","4917808","","1.1","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000862","48","05/11/1998","M-","1","MCB","763.6","N","15","572579","4917758","15","572579","4917758","15","572579","4917758","","4.5","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","0","0","0","0","157","A","A","P","A","A","A","A","A","P","","955","225","130","9801"
"21000863","49","05/11/1998","M-","1","MCB","760.0","N","15","577379","4915158","15","577379","4915158","15","577379","4915158","","2.6","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","1","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000864","50","05/11/1998","M-","1","MCB","759.5","N","15","578179","4914508","15","578179","4914508","15","578179","4914508","","3.3","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","1","0","0","0","6","A","A","P","P","P","A","A","A","P","","955","225","130","9801"
"21000865","51","05/11/1998","M-","1","MCB","757.4","N","15","580780","4913308","15","580780","4913308","15","580780","4913308","","3.2","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000866","54","05/11/1998","M-","1","MCB","761.0","N","15","575879","4915908","15","575879","4915908","15","575879","4915908","","1.6","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000867","56","05/11/1998","M-","1","SC","756.5","N","15","583080","4913308","15","583080","4913308","15","583080","4913308","","1.2","0","","","","1","P","N","","0","3","0","0","N","0","0","0","4","0","0","0","8","0","P","A","P","A","P","P","A","P","A","GRAVEL AND ROCK ALSO PRESENT","955","225","130","9801"
"21000868","57","05/11/1998","M-","1","SC","762.3","N","15","574329","4916858","15","574329","4916858","15","574329","4916858","","2.9","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","10","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000869","58","05/11/1998","M-","1","SC","758.9","N","15","578730","4913908","15","578730","4913908","15","578730","4913908","","1.6","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","A","","955","225","130","9801"
"21000870","59","05/11/1998","M-","1","SC","758.5","N","15","578830","4913608","15","578830","4913608","15","578830","4913608","","0.5","0","","","","1","P","N","","0","6","1","0","N","0","0","0","4","0","0","0","0","1","A","A","A","P","A","A","A","A","A","","955","225","130","9801"
"21000871","68","05/11/1998","M-","1","BWC","756.8","N","15","582730","4913908","15","582730","4913908","15","582730","4913908","","1.2","0","","","","1","P","N","","0","4","0","1","N","0","0","0","4","2","1","0","8","0","A","A","A","A","A","P","A","A","A","","955","225","130","9801"
"21000872","73","05/11/1998","M-","1","BWC","759.8","N","15","578079","4915208","15","578079","4915208","15","578079","4915208","","0.3","0","","","","1","P","N","","2","3","0","3","N","2","0","1","3","15","0","0","2","0","P","A","P","P","P","P","A","A","A","","955","225","130","9801"
"21000873","74","05/11/1998","M-","1","SC","759.0","N","15","578530","4913958","15","578530","4913958","15","578530","4913958","","0.6","0","","","","1","P","N","","1","4","1","3","N","3","0","0","4","0","0","0","3","0","A","A","A","P","A","A","A","A","A","HABITAT CLASS BWC INCORRECT / SIDE CHANNEL CORRECT HABITAT CLASS","955","225","130","9801"
"21000874","76","05/11/1998","M-","1","BWC","756.2","N","15","582780","4912908","15","582780","4912908","15","582780","4912908","","0.6","0","","","","1","P","N","","0","5","0","0","N","0","0","0","3","0","0","0","1","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000875","100","05/11/1998","M-","1","BWC","757.7","N","15","579780","4912808","15","579780","4912808","15","579780","4912808","","0.8","0","","","","1","P","N","","1","2","1","2","N","0","0","0","4","1","3","0","3","0","A","A","A","A","P","A","A","A","A","","955","225","130","9801"
"21000876","101","05/11/1998","M-","1","BWC","757.7","N","15","579630","4912558","15","579630","4912558","15","579630","4912558","","0.6","0","","","","1","P","N","","2","3","1","1","Y","3","0","0","4","1","0","0","10","0","P","A","A","A","A","P","A","P","A","","955","225","130","9801"
"21000877","102","05/11/1998","M-","1","BWC","757.7","N","15","579330","4912458","15","579330","4912458","15","579330","4912458","1.0","0.4","0","","","","1","P","N","","4","2","0","2","Y","3","0","0","4","6","0","0","17","0","P","P","P","A","A","P","A","P","P","COONTAIL ABUNDANT / ELODEA","955","225","130","9801"
"21000878","103","05/11/1998","M-","1","BWC","757.0","N","15","580330","4912008","15","580330","4912008","15","580330","4912008","","0.8","0","","","","1","P","N","","0","2","0","2","Y","1","2","0","4","4","1","0","4","0","A","A","A","A","P","P","A","A","A","","955","225","130","9801"
"21000879","120","05/11/1998","M-","1","BWC","758.0","N","15","579480","4913008","15","579480","4913008","15","579480","4913008","1.1","0.5","0","","","","1","P","N","","1","5","0","0","N","2","0","0","3","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","225","130","9801"
"21000880","502","05/11/1998","M-","1","BWC","757.2","N","15","579564","4911799","15","579564","4911799","15","579564","4911799","1.3","0.8","0","","","","1","P","N","","1","2","1","1","Y","2","3","0","4","0","0","0","2","0","A","A","A","A","A","P","A","A","A","","955","225","130","9801"
"21000881","503","05/11/1998","M-","1","BWC","757.2","N","15","580026","4912148","15","580027","4912149","15","580027","4911748","","0.8","0","","","","1","P","N","","1","2","0","2","Y","2","0","0","4","3","0","0","1","0","A","A","A","A","A","P","A","A","A","503 HISTORICAL SITE WRONG GPS COORDINATES FROM EMTC USED BASE MAP TO FIND SITE","955","130","200","9801"
"21000882","86","05/12/1998","M-","1","BWC","760.0","N","15","579232","4917621","15","579179","4917358","15","579232","4917621","1.1","0.4","0","","","","1","P","N","","0","2","0","3","Y","1","3","1","3","14","4","0","9","0","A","A","A","A","A","A","A","A","A","","955","130","200","9801"
"21000883","87","05/12/1998","M-","1","BWC","759.5","N","15","579729","4917358","15","579729","4917358","15","579729","4917358","1.3","0.5","0","","","","1","P","N","","0","3","0","1","N","0","1","1","4","8","1","0","10","0","A","A","A","P","A","P","A","A","A","STUMP FIELD.","955","130","200","9801"
"21000884","88","05/12/1998","M-","1","BWC","759.0","N","15","580630","4916658","15","580630","4916658","15","580630","4916658","1.2","1.0","0","","","","1","P","N","","0","2","0","2","Y","0","0","0","4","4","1","0","7","0","A","A","A","A","A","P","A","A","A","","955","130","200","9801"
"21000885","89","05/12/1998","M-","1","BWC","759.0","N","15","580830","4916608","15","580830","4916608","15","580830","4916608","1.0","0.5","0","","","","1","P","N","","1","3","0","1","N","1","0","0","4","3","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","130","200","9801"
"21000886","90","05/12/1998","M-","1","BWC","759.0","P","15","580980","4916458","15","580980","4916458","15","580980","4916458","1.3","0.6","0","","","","1","P","N","","0","3","0","0","N","1","0","0","4","0","1","0","0","0","P","A","A","A","P","A","A","A","A","","955","130","200","9801"
"21000887","91","05/12/1998","M-","1","BWC","758.9","N","15","580880","4916158","15","580880","4916158","15","580880","4916158","1.5","0.8","0","","","","1","P","N","","0","3","0","1","N","0","0","1","4","6","3","0","2","0","A","A","A","A","P","P","A","A","A","","955","130","200","9801"
"21000888","112","05/12/1998","M-","1","BWC","760.0","N","15","578779","4917058","15","578779","4917058","15","578779","4917058","1.0","0.3","0","","","","1","P","N","","1","2","0","3","Y","2","2","2","3","3","0","0","6","0","A","A","A","P","A","P","A","A","A","","955","130","200","9801"
"21000889","113","05/12/1998","M-","1","BWC","759.0","N","15","580180","4916208","15","580180","4916208","15","580180","4916208","","0.6","0","","","","1","P","N","","0","5","0","0","N","1","0","0","4","0","0","0","2","0","A","A","A","A","P","A","A","A","A","","955","130","200","9801"
"21000890","55","05/13/1998","M-","1","BWC","757.1","N","15","582380","4914758","15","582380","4914758","15","582380","4914758","1.1","2.0","0","","","","1","P","N","","0","4","0","1","N","0","0","0","4","6","3","0","3","0","A","A","A","A","A","A","A","A","A","","955","130","200","9801"
"21000891","75","05/13/1998","M-","1","BWC","757.1","N","15","581230","4913858","15","581230","4913858","15","581230","4913858","1.0","1.4","0","","","","1","P","N","","0","2","0","1","N","0","0","0","3","41","17","0","1","0","A","A","A","A","A","A","A","A","A","","955","130","200","9801"
"21000892","93","05/13/1998","M-","1","BWC","758.5","N","15","580680","4915508","15","580680","4915508","15","580680","4915508","1.0","0.9","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","21","2","0","2","0","A","A","A","A","P","P","A","A","A","","955","130","200","9801"
"21000893","94","05/13/1998","M-","1","BWC","758.5","N","15","580780","4915358","15","580780","4915358","15","580780","4915358","1.0","0.7","0","","","","1","P","N","","0","4","0","0","N","0","0","1","4","1","0","0","3","0","A","A","A","A","P","A","A","A","A","","955","130","200","9801"
"21000894","95","05/13/1998","M-","1","BWC","758.8","N","15","580030","4915158","15","580030","4915158","15","580030","4915158","","0.9","0","","","","1","P","N","","0","2","0","2","N","0","0","1","4","9","2","0","4","0","P","A","A","A","A","P","A","P","A","","955","130","200","9801"
"21000895","96","05/13/1998","M-","1","BWC","757.8","N","15","581880","4915158","15","581880","4915158","15","581880","4915158","1.0","0.4","0","","","","1","P","N","","0","5","0","1","N","3","0","0","4","0","0","0","0","0","A","A","A","A","P","P","A","P","A","","955","130","200","9801"
"21000896","97","05/13/1998","M-","1","BWC","758.3","N","15","580730","4914908","15","580730","4914908","15","580730","4914908","1.0","1.9","0","","","","1","P","N","","0","3","0","3","Y","1","3","1","4","1","2","0","1","0","A","A","A","A","A","P","A","A","A","","955","130","200","9801"
"21000897","98","05/13/1998","M-","1","BWC","757.3","N","15","581680","4914758","15","581680","4914758","15","581680","4914758","1.2","1.1","0","","","","1","P","N","","0","3","1","0","N","0","0","0","4","9","0","0","0","0","A","A","A","A","A","P","A","A","A","","955","130","200","9801"
"21000898","99","05/13/1998","M-","1","BWC","757.2","N","15","581830","4914308","15","581830","4914308","15","581830","4914308","1.2","1.2","0","","","","1","P","N","","0","1","0","0","N","0","0","0","4","2","0","0","0","0","A","A","A","A","P","A","A","A","A","","955","130","200","9801"
"21000899","114","05/13/1998","M-","1","BWC","759.0","N","15","579780","4915358","15","579780","4915358","15","579780","4915358","","0.3","0","","","","1","P","N","","2","2","0","3","Y","2","3","3","3","0","0","0","2","0","A","A","A","A","A","P","A","A","A","","955","130","200","9801"
"21000900","116","05/13/1998","M-","1","BWC","757.9","N","15","581180","4914708","15","581180","4914708","15","581180","4914708","","0.4","0","","","","1","P","N","","0","3","0","1","N","0","0","2","4","5","0","0","1","0","A","A","A","A","A","P","A","A","A","","955","130","200","9801"
"21000901","117","05/13/1998","M-","1","BWC","757.2","N","15","581630","4914308","15","581630","4914308","15","581630","4914308","1.3","0.6","0","","","","1","P","N","","0","3","0","2","Y","0","0","0","4","8","5","0","1","1","A","A","A","A","A","P","A","A","A","FINGERNAIL CLAM GRAVID","955","130","200","9801"
"21000902","118","05/13/1998","M-","1","BWC","757.2","N","15","581430","4914208","15","581430","4914208","15","581430","4914208","1.0","0.7","0","","","","1","P","N","","0","2","0","2","Y","1","0","1","4","3","1","0","6","0","A","A","A","A","A","P","A","A","A","","955","130","200","9801"
"21000903","119","05/13/1998","M-","1","BWC","757.2","N","15","581480","4914008","15","581480","4914008","15","581480","4914008","0.9","0.6","0","","","","1","P","N","","1","2","0","1","Y","3","1","1","3","1","0","0","5","0","A","A","A","P","A","P","A","A","A","","955","130","200","9801"
"21000904","402","05/13/1998","M-","1","BWC","758.2","N","15","580580","4915108","15","580580","4915108","15","580580","4915108","","1.1","0","","","","1","P","N","","0","2","0","2","Y","0","0","0","4","8","2","0","2","0","A","A","A","A","P","A","A","A","P","402 ALTERNATE FOR 92","955","130","200","9801"
"21000905","403","05/13/1998","M-","1","BWC","758.7","N","15","579980","4915008","15","579980","4915008","15","579980","4915008","","0.7","0","","","","1","P","N","","0","2","0","1","N","0","0","0","4","5","2","0","8","0","A","A","A","A","A","P","A","A","A","403 ALTERNATE FOR 115","955","130","200","9801"
"21000906","2","05/05/1999","M-","1","MCB","755.0","N","15","583480","4910858","15","583480","4910858","15","583480","4910858","1.4","2.0","","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","26","0","A","A","A","A","P","A","A","A","A","","955","275","195","9901"
"21000907","4","05/05/1999","M-","1","MCB","755.0","N","15","583580","4910808","15","583580","4910808","15","583580","4910808","0.9","1.3","1","","","","1","P","Y","","0","5","0","0","N","0","0","0","4","0","0","0","0","2","A","A","A","A","P","A","A","A","P","","955","275","195","9901"
"21000908","5","05/05/1999","M-","1","MCB","754.5","N","15","584180","4910358","15","584180","4910358","15","584180","4910358","1.0","3.0","1","","","","1","P","Y","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000909","6","05/05/1999","M-","1","MCB","753.6","N","15","585430","4909808","15","585430","4909808","15","585430","4909808","1.1","3.3","","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000910","9","05/05/1999","M-","1","MCB","753.3","N","15","585530","4909458","15","585530","4909458","15","585530","4909458","1.3","1.8","","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000911","20","05/05/1999","M-","1","SC","753.2","N","15","585330","4908858","15","585330","4908858","15","585330","4908858","2.0","8.4","","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","8","1","P","P","A","A","P","P","A","A","A","","955","275","195","9901"
"21000912","37","05/05/1999","M-","1","MCB","754.5","N","15","584380","4910558","15","584380","4910558","15","584380","4910558","1.0","1.1","","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","6","8","A","A","A","A","A","A","A","A","A","LISTED AS BWC SITE IS ACTUALLY MCB","955","275","195","9901"
"21000913","54","05/05/1999","M-","1","BWC","753.9","N","15","584180","4909158","15","584180","4909158","15","584180","4909158","0.9","1.0","","","","","1","P","N","","0","3","1","1","N","0","0","0","4","2","0","0","4","0","A","A","A","P","P","P","A","A","P","","955","275","195","9901"
"21000914","55","05/05/1999","M-","1","BWC","753.9","N","15","583680","4909108","15","583680","4909108","15","583680","4909108","1.1","2.3","","","","","1","P","N","","0","2","1","2","N","0","0","0","4","10","0","0","17","7","A","A","A","A","P","P","A","A","A","JUVENILE UNIONIDS PRESENT","955","275","195","9901"
"21000915","56","05/05/1999","M-","1","BWC","753.3","N","15","584530","4908558","15","584530","4908558","15","584530","4908558","1.0","1.4","","","","","1","P","N","","1","2","1","1","N","0","0","0","4","4","0","0","4","25","A","A","A","A","P","P","A","A","P","ZEBRA MUSSELS ATTACHED TO DETRITUS","955","275","195","9901"
"21000916","57","05/05/1999","M-","1","BWC","754.0","N","15","585430","4910508","15","585430","4910508","15","585430","4910508","1.1","3.4","","","","","1","P","N","","0","2","0","0","N","0","0","0","4","0","0","0","23","0","A","A","A","A","A","P","A","A","A","","955","275","195","9901"
"21000917","58","05/05/1999","M-","1","BWC","753.5","N","15","584030","4908758","15","584030","4908758","15","584030","4908758","1.3","3.4","","","","","1","P","N","","0","2","1","1","N","0","0","0","4","29","5","0","9","0","A","A","A","P","P","P","A","A","A","","955","275","195","9901"
"21000918","65","05/05/1999","M-","1","BWC","756.3","N","15","582880","4912708","15","582880","4912708","15","582880","4912708","0.9","0.2","","","","","1","P","N","","0","5","0","0","N","1","0","0","4","0","0","0","48","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000919","66","05/05/1999","M-","1","BWC","755.3","N","15","584780","4911958","15","584780","4911958","15","584780","4911958","1.0","1.5","","","","","1","P","N","","0","2","0","1","N","0","0","0","3","0","0","0","12","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000920","75","05/05/1999","M-","1","BWC","755.3","N","15","583930","4909808","15","583930","4909808","15","583930","4909808","1.0","2.2","","","","","1","P","N","","0","3","0","0","N","0","0","0","3","9","0","0","4","0","A","A","A","P","A","P","A","A","A","","955","275","195","9901"
"21000921","76","05/05/1999","M-","1","BWC","755.3","N","15","583680","4909708","15","583680","4909708","15","583680","4909708","1.0","0.4","","","","","1","P","N","","1","5","1","0","N","1","0","0","4","0","0","0","1","0","A","A","A","A","A","A","A","P","P","GRAVEL ALSO PRESENT","955","275","195","9901"
"21000922","77","05/05/1999","M-","1","BWC","752.8","N","15","584530","4908358","15","584530","4908358","15","584530","4908358","1.1","2.4","","","","","1","P","N","","0","2","0","1","N","0","0","0","4","14","0","0","18","0","A","A","A","A","P","P","A","A","P","","955","275","195","9901"
"21000923","504","05/05/1999","M-","1","BWC","753.5","N","15","583989","4908736","15","583989","4908736","15","583989","4908736","1.1","3.4","","","","","1","P","N","","0","2","1","1","N","0","0","0","4","23","8","0","6","0","A","A","A","P","P","A","A","A","P","","955","275","195","9901"
"21000924","1","05/06/1999","M-","1","MCB","793.0","N","15","535279","4937258","15","535279","4937258","15","535279","4937258","1.3","3.2","","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","P","A","A","A","A","P","","955","275","195","9901"
"21000925","7","05/06/1999","M-","1","MCB","796.5","N","15","531729","4940008","15","531729","4940008","15","531729","4940008","1.7","3.6","","","","","1","P","N","","0","6","3","1","N","0","0","0","4","0","0","0","0","0","A","A","A","P","A","A","A","A","A","BROKEN UNIONID SHELL PRESENT","955","275","195","9901"
"21000926","12","05/06/1999","M-","1","SC","795.0","N","15","533329","4938958","15","533329","4938958","15","533329","4938958","5.5","0.8","","","","","1","P","N","","0","4","1","1","N","0","0","3","3","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000927","15","05/06/1999","M-","1","SC","788.8","N","15","539729","4936258","15","539729","4936258","15","539729","4936258","1.0","1.4","","","","","1","P","N","","0","4","1","1","N","0","0","1","3","0","0","0","1","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000928","17","05/06/1999","M-","1","SC","790.0","N","15","538129","4937208","15","538129","4937208","15","538129","4937208","1.3","1.5","1","","","","1","P","Y","","0","2","0","2","N","0","0","0","3","26","0","0","0","0","A","A","A","A","P","P","A","A","A","","955","275","195","9901"
"21000929","18","05/06/1999","M-","1","SC","789.9","N","15","539029","4936708","15","539029","4936708","15","539029","4936708","1.0","2.1","","","","","1","P","N","","0","5","1","0","N","0","0","1","3","0","0","0","1","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000930","21","05/06/1999","M-","1","BWC","790.6","N","15","537179","4937308","15","537179","4937308","15","537179","4937308","1.4","0.7","","","","","1","P","N","","0","2","0","0","Y","0","0","0","4","0","0","0","1","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000931","22","05/06/1999","M-","1","BWC","790.5","N","15","537279","4937308","15","537279","4937308","15","537279","4937308","1.6","0.7","","","","","1","P","N","","0","2","0","0","Y","0","0","0","4","0","0","0","0","0","A","A","A","A","A","P","A","A","A","","955","275","195","9901"
"21000932","23","05/06/1999","M-","1","BWC","790.7","N","15","536479","4936158","15","536479","4936158","15","536479","4936158","1.1","1.0","","","","","1","P","N","","0","2","0","0","N","0","0","0","4","0","0","0","7","0","A","A","A","A","A","P","A","A","A","","955","275","195","9901"
"21000933","24","05/06/1999","M-","1","BWC","789.2","N","15","538929","4935708","15","538929","4935708","15","538929","4935708","1.0","0.6","0","","","","1","P","Y","","0","2","0","0","N","0","0","0","4","1","2","0","0","0","A","A","A","A","A","P","A","A","A","NO CONTENTS IN SCREEN LEFT TO TAKE BACK TO LAB FOR QA QC","955","275","195","9901"
"21000934","30","05/06/1999","M-","1","BWC","788.3","N","15","540429","4936708","15","540429","4936708","15","540429","4936708","1.0","1.3","","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","0","0","5","0","A","A","A","P","A","A","A","A","A","","955","275","195","9901"
"21000935","31","05/06/1999","M-","1","BWC","788.5","N","15","540079","4935758","15","540079","4935758","15","540079","4935758","1.0","1.1","","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","P","A","","955","275","195","9901"
"21000936","32","05/06/1999","M-","1","BWC","788.1","N","15","540479","4935758","15","540479","4935758","15","540479","4935758","0.9","1.1","","","","","1","P","N","","0","2","0","2","N","0","0","0","4","10","1","0","16","0","A","A","A","A","A","P","A","A","A","","955","275","195","9901"
"21000937","33","05/06/1999","M-","1","BWC","788.6","N","15","539979","4935408","15","539979","4935408","15","539979","4935408","1.0","1.1","","","","","1","P","N","","0","2","0","0","N","0","0","0","4","11","0","0","4","0","A","A","A","P","A","P","A","A","A","","955","275","195","9901"
"21000938","34","05/06/1999","M-","1","BWC","788.5","N","15","540129","4935358","15","540129","4935358","15","540129","4935358","1.0","1.3","","","","","1","P","N","","0","2","1","0","N","0","0","0","4","10","3","0","9","0","A","A","A","A","P","P","A","A","A","","955","275","195","9901"
"21000939","59","05/06/1999","M-","1","BWC","790.3","N","15","537029","4936158","15","537029","4936158","15","537029","4936158","0.9","1.5","","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","955","275","195","9901"
"21000940","16","05/07/1999","M-","1","SC","786.4","N","15","543429","4935008","15","543429","4935008","15","543429","4935008","1.0","1.7","1","","","","1","P","Y","","0","5","2","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","P","","955","214","170","9901"
"21000941","19","05/07/1999","M-","1","SC","786.6","N","15","543129","4934908","15","543129","4934908","15","543129","4934908","3.1","1.1","","","","","1","P","N","","0","2","1","1","N","0","0","0","4","4","0","0","1","0","A","A","A","A","A","A","A","A","P","","955","214","170","9901"
"21000942","25","05/07/1999","M-","1","BWC","786.9","N","15","542729","4936108","15","542729","4936108","15","542729","4936108","","0.5","","","","","1","P","N","","1","2","0","1","N","0","0","0","4","4","1","0","4","0","A","A","A","A","A","P","A","A","A","","955","214","170","9901"
"21000943","26","05/07/1999","M-","1","BWC","786.8","N","15","543029","4935558","15","543029","4935558","15","543029","4935558","1.0","1.4","","","","","1","P","N","","0","2","1","1","N","0","0","0","4","9","7","0","1","0","A","A","A","A","A","A","A","A","A","","955","214","170","9901"
